Num Test                              Secs Status    Score    Remark
420 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
421 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
422 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
423 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
424 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
425 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
426 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
427 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
428 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
429 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
430 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
431 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
432 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
433 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
434 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
435 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
436 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
437 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
438 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
439 puzzle_solution(inout) ...        0.02   PASS   1.0/1.0   
440 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
441 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
442 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
443 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
444 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
445 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
446 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
447 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
448 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
449 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
450 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
451 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
452 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
453 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
454 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
455 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
456 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
457 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
458 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
459 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
460 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
461 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
462 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
463 puzzle_solution(inout) ...        0.02   PASS   1.0/1.0   
464 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
465 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
466 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
467 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
468 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
469 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
470 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
471 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
472 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
473 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
474 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
475 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
476 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
477 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
478 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
479 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
480 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
481 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
482 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
483 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
484 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
485 puzzle_solution(inout) ...        0.02   PASS   1.0/1.0   
486 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
487 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
488 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
489 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
490 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
491 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
492 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
493 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
494 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
495 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
496 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
497 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
498 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
499 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
500 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
501 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
502 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
503 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
504 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
505 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
506 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
507 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
508 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
509 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
510 puzzle_solution(inout) ...        0.02   PASS   1.0/1.0   
511 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
512 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
513 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
514 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
515 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
516 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
517 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
518 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
519 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
520 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
521 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
522 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
523 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
524 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
525 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
526 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
527 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
528 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
529 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
530 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
531 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
532 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
533 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
534 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
535 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
536 puzzle_solution(inout) ...        0.02   PASS   1.0/1.0   
537 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
538 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
539 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
540 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
541 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
542 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
543 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
544 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
545 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
546 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
547 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
548 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
549 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
550 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
551 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
552 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
553 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
554 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
555 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
556 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
557 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
558 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
559 puzzle_solution(inout) ...        0.02   PASS   1.0/1.0   
560 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
561 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
562 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
563 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
564 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
565 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
566 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
567 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
568 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
569 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
570 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
571 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
572 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
573 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
574 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
575 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
576 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
577 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
578 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
579 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
580 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
581 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
582 puzzle_solution(inout) ...        0.02   PASS   1.0/1.0   
583 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
584 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
585 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
586 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
587 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
588 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
589 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
590 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
591 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
592 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
593 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
594 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
595 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
596 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
597 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
598 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
599 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
600 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
601 puzzle_solution(inout) ...        0.02   PASS   1.0/1.0   
602 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
603 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
604 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
605 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
606 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
607 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
608 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
609 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
610 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
611 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
612 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
613 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
614 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
615 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
616 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
617 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
618 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
619 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
620 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
621 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
622 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
623 puzzle_solution(inout) ...        0.02   PASS   1.0/1.0   
624 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
625 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
626 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
627 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
628 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
629 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
630 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
631 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
632 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
633 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
634 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
635 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
636 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
637 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
638 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
639 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
640 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
641 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
642 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
643 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
644 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
645 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
646 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
647 puzzle_solution(inout) ...        0.02   PASS   1.0/1.0   
648 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
649 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
650 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
651 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
652 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
653 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
654 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
655 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
656 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
657 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
658 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
659 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
660 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
661 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
662 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
663 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
664 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
665 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
666 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
667 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
668 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
669 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
670 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
671 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
672 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
673 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
674 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
675 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
676 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
677 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
678 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
679 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
680 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
681 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
682 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
683 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
684 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
685 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
686 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
687 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
688 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
689 puzzle_solution(inout) ...        0.02   PASS   1.0/1.0   
690 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
691 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
692 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
693 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
694 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
695 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
696 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
697 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
698 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
699 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
700 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
701 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
702 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
703 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
704 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
705 puzzle_solution(inout) ...        0.02   PASS   1.0/1.0   
706 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
707 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
708 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
709 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
710 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
711 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
712 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
713 puzzle_solution(inout) ...        0.00   PASS   1.0/1.0   
